Grid	Lat/Long hddd.ddddd°
Datum	South American '69

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Track actual: 12 JUN 2018 09:49	12-06-2018 9:49:50 (UTC-4)	7:24:23	15.1 km	2 kph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	S34.98391 W71.23319	12-06-2018 11:22:15 (UTC-4)	207 m		10 m	0:00:06	6 kph	134° true
Trackpoint	S34.98392 W71.23304	12-06-2018 11:22:21 (UTC-4)	205 m		14 m	0:00:06	9 kph	93° true
Trackpoint	S34.98391 W71.23286	12-06-2018 11:22:27 (UTC-4)	206 m		16 m	0:00:06	10 kph	85° true
Trackpoint	S34.98387 W71.23267	12-06-2018 11:22:33 (UTC-4)	205 m		18 m	0:00:06	11 kph	76° true
Trackpoint	S34.98380 W71.23251	12-06-2018 11:22:39 (UTC-4)	205 m		17 m	0:00:06	10 kph	65° true
Trackpoint	S34.98373 W71.23246	12-06-2018 11:22:45 (UTC-4)	204 m		9 m	0:00:06	5 kph	25° true
Trackpoint	S34.98369 W71.23249	12-06-2018 11:22:50 (UTC-4)	205 m		5 m	0:00:05	3 kph	336° true
Trackpoint	S34.98368 W71.23248	12-06-2018 11:22:57 (UTC-4)	205 m		1 m	0:00:07	0.5 kph	27° true
Trackpoint	S34.98368 W71.23248	12-06-2018 11:23:03 (UTC-4)	206 m		0 m	0:00:06	0.3 kph	354° true
Trackpoint	S34.98368 W71.23248	12-06-2018 11:23:09 (UTC-4)	207 m		0 m	0:00:06	0.1 kph	228° true
Trackpoint	S34.98368 W71.23248	12-06-2018 11:23:15 (UTC-4)	208 m		0 m	0:00:06	0.0 kph	180° true
Trackpoint	S34.98368 W71.23249	12-06-2018 11:23:21 (UTC-4)	208 m		0 m	0:00:06	0.2 kph	265° true
Trackpoint	S34.98368 W71.23249	12-06-2018 11:23:27 (UTC-4)	209 m		1 m	0:00:06	0.4 kph	279° true
Trackpoint	S34.98368 W71.23250	12-06-2018 11:23:33 (UTC-4)	209 m		1 m	0:00:06	0.4 kph	313° true
Trackpoint	S34.98368 W71.23250	12-06-2018 11:23:39 (UTC-4)	209 m		0 m	0:00:06	0.0 kph	260° true
Trackpoint	S34.98368 W71.23251	12-06-2018 11:23:45 (UTC-4)	209 m		1 m	0:00:06	0.3 kph	267° true
Trackpoint	S34.98368 W71.23252	12-06-2018 11:23:51 (UTC-4)	209 m		1 m	0:00:06	0.7 kph	247° true
Trackpoint	S34.98368 W71.23252	12-06-2018 11:23:57 (UTC-4)	209 m		1 m	0:00:06	0.4 kph	250° true
Trackpoint	S34.98368 W71.23253	12-06-2018 11:24:03 (UTC-4)	209 m		1 m	0:00:06	0.4 kph	247° true
Trackpoint	S34.98368 W71.23253	12-06-2018 11:24:09 (UTC-4)	209 m		0 m	0:00:06	0.1 kph	270° true
Trackpoint	S34.98369 W71.23250	12-06-2018 11:24:15 (UTC-4)	210 m		3 m	0:00:06	2 kph	95° true
Trackpoint	S34.98371 W71.23249	12-06-2018 11:24:21 (UTC-4)	211 m		3 m	0:00:06	2 kph	147° true
Trackpoint	S34.98372 W71.23246	12-06-2018 11:24:27 (UTC-4)	211 m		3 m	0:00:06	2 kph	123° true
Trackpoint	S34.98377 W71.23239	12-06-2018 11:24:33 (UTC-4)	210 m		8 m	0:00:06	5 kph	131° true
Trackpoint	S34.98382 W71.23229	12-06-2018 11:24:39 (UTC-4)	210 m		10 m	0:00:06	6 kph	120° true
Trackpoint	S34.98383 W71.23213	12-06-2018 11:24:45 (UTC-4)	207 m		15 m	0:00:06	9 kph	96° true
Trackpoint	S34.98383 W71.23199	12-06-2018 11:24:51 (UTC-4)	204 m		12 m	0:00:06	7 kph	88° true
Trackpoint	S34.98385 W71.23191	12-06-2018 11:24:57 (UTC-4)	204 m		7 m	0:00:06	4 kph	105° true
Trackpoint	S34.98385 W71.23187	12-06-2018 11:25:03 (UTC-4)	205 m		3 m	0:00:06	2 kph	93° true
Trackpoint	S34.98385 W71.23187	12-06-2018 11:25:09 (UTC-4)	206 m		1 m	0:00:06	0.5 kph	91° true
Trackpoint	S34.98384 W71.23185	12-06-2018 11:25:15 (UTC-4)	206 m		1 m	0:00:06	0.9 kph	48° true
Trackpoint	S34.98384 W71.23185	12-06-2018 11:25:21 (UTC-4)	206 m		0 m	0:00:06	0.1 kph	11° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:27 (UTC-4)	206 m		0 m	0:00:06	0.2 kph	266° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:33 (UTC-4)	207 m		0 m	0:00:06	0.1 kph	175° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:39 (UTC-4)	207 m		0 m	0:00:06	0.1 kph	84° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:45 (UTC-4)	207 m		0 m	0:00:06	0.1 kph	218° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:51 (UTC-4)	207 m		0 m	0:00:06	0.1 kph	261° true
Trackpoint	S34.98384 W71.23186	12-06-2018 11:25:57 (UTC-4)	208 m		0 m	0:00:06	0.1 kph	195° true
Trackpoint	S34.98386 W71.23186	12-06-2018 11:26:03 (UTC-4)	208 m		2 m	0:00:06	1.1 kph	173° true
Trackpoint	S34.98387 W71.23185	12-06-2018 11:26:09 (UTC-4)	207 m		2 m	0:00:06	1.1 kph	168° true
Trackpoint	S34.98389 W71.23187	12-06-2018 11:26:15 (UTC-4)	207 m		2 m	0:00:06	1.2 kph	221° true
Trackpoint	S34.98390 W71.23191	12-06-2018 11:26:21 (UTC-4)	207 m		4 m	0:00:06	3 kph	255° true
Trackpoint	S34.98392 W71.23194	12-06-2018 11:26:27 (UTC-4)	207 m		3 m	0:00:06	2 kph	225° true
Trackpoint	S34.98393 W71.23194	12-06-2018 11:26:33 (UTC-4)	207 m		2 m	0:00:06	1.2 kph	204° true
Trackpoint	S34.98383 W71.23191	12-06-2018 11:26:39 (UTC-4)	208 m		11 m	0:00:06	7 kph	15° true
Trackpoint	S34.98379 W71.23191	12-06-2018 11:26:45 (UTC-4)	209 m		5 m	0:00:06	3 kph	3° true
Trackpoint	S34.98380 W71.23190	12-06-2018 11:26:51 (UTC-4)	210 m		1 m	0:00:06	0.9 kph	132° true
Trackpoint	S34.98378 W71.23191	12-06-2018 11:26:57 (UTC-4)	211 m		2 m	0:00:06	1.4 kph	332° true
Trackpoint	S34.98378 W71.23190	12-06-2018 11:27:03 (UTC-4)	210 m		1 m	0:00:06	0.3 kph	115° true
Trackpoint	S34.98376 W71.23185	12-06-2018 11:27:09 (UTC-4)	209 m		5 m	0:00:06	3 kph	67° true
Trackpoint	S34.98377 W71.23171	12-06-2018 11:27:15 (UTC-4)	207 m		13 m	0:00:06	8 kph	93° true
Trackpoint	S34.98378 W71.23160	12-06-2018 11:27:21 (UTC-4)	206 m		10 m	0:00:06	6 kph	98° true
Trackpoint	S34.98380 W71.23154	12-06-2018 11:27:27 (UTC-4)	205 m		5 m	0:00:06	3 kph	111° true
Trackpoint	S34.98379 W71.23153	12-06-2018 11:27:33 (UTC-4)	208 m		1 m	0:00:06	0.4 kph	51° true
Trackpoint	S34.98379 W71.23153	12-06-2018 11:27:39 (UTC-4)	208 m		1 m	0:00:06	0.4 kph	47° true
Trackpoint	S34.98378 W71.23149	12-06-2018 11:27:45 (UTC-4)	208 m		4 m	0:00:06	2 kph	73° true
Trackpoint	S34.98377 W71.23137	12-06-2018 11:27:51 (UTC-4)	206 m		11 m	0:00:06	6 kph	87° true
Trackpoint	S34.98376 W71.23121	12-06-2018 11:27:57 (UTC-4)	205 m		15 m	0:00:06	9 kph	86° true
Trackpoint	S34.98376 W71.23104	12-06-2018 11:28:03 (UTC-4)	206 m		15 m	0:00:06	9 kph	86° true
Trackpoint	S34.98376 W71.23094	12-06-2018 11:28:08 (UTC-4)	206 m		9 m	0:00:05	7 kph	90° true
Trackpoint	S34.98376 W71.23092	12-06-2018 11:28:15 (UTC-4)	206 m		2 m	0:00:07	1.0 kph	95° true
Trackpoint	S34.98376 W71.23091	12-06-2018 11:28:21 (UTC-4)	206 m		1 m	0:00:06	0.5 kph	75° true
Trackpoint	S34.98375 W71.23091	12-06-2018 11:28:27 (UTC-4)	206 m		0 m	0:00:06	0.2 kph	35° true
Trackpoint	S34.98374 W71.23080	12-06-2018 11:28:33 (UTC-4)	206 m		10 m	0:00:06	6 kph	82° true
Trackpoint	S34.98374 W71.23078	12-06-2018 11:28:39 (UTC-4)	208 m		2 m	0:00:06	1.1 kph	71° true
