Grid	Lat/Long hddd.ddddd°
Datum	South American '69

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Track actual: 07 JUN 2018 14:52	07-06-2018 14:52:45 (UTC-4)	2:27:03	7.5 km	3 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	S34.98614 W71.25373	07-06-2018 15:12:48 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	323° true
Trackpoint	S34.98614 W71.25374	07-06-2018 15:12:54 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	331° true
Trackpoint	S34.98614 W71.25374	07-06-2018 15:13:00 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	355° true
Trackpoint	S34.98613 W71.25374	07-06-2018 15:13:06 (UTC-4)	206 m			0 m	0:00:06	0.1 kph	0° true
Trackpoint	S34.98615 W71.25362	07-06-2018 15:13:12 (UTC-4)	206 m			11 m	0:00:06	7 kph	102° true
Trackpoint	S34.98619 W71.25342	07-06-2018 15:13:18 (UTC-4)	206 m			19 m	0:00:06	11 kph	104° true
Trackpoint	S34.98620 W71.25333	07-06-2018 15:13:24 (UTC-4)	206 m			8 m	0:00:06	5 kph	96° true
Trackpoint	S34.98620 W71.25333	07-06-2018 15:13:30 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	21° true
Trackpoint	S34.98619 W71.25332	07-06-2018 15:13:36 (UTC-4)	205 m			0 m	0:00:06	0.3 kph	61° true
Trackpoint	S34.98618 W71.25336	07-06-2018 15:13:42 (UTC-4)	205 m			4 m	0:00:06	2 kph	285° true
Trackpoint	S34.98618 W71.25340	07-06-2018 15:13:48 (UTC-4)	205 m			3 m	0:00:06	2 kph	281° true
Trackpoint	S34.98618 W71.25340	07-06-2018 15:13:54 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	180° true
Trackpoint	S34.98619 W71.25340	07-06-2018 15:14:00 (UTC-4)	204 m			1 m	0:00:06	0.4 kph	167° true
Trackpoint	S34.98619 W71.25340	07-06-2018 15:14:06 (UTC-4)	204 m			0 m	0:00:06	0.1 kph	163° true
Trackpoint	S34.98617 W71.25355	07-06-2018 15:14:12 (UTC-4)	204 m			14 m	0:00:06	8 kph	281° true
Trackpoint	S34.98612 W71.25370	07-06-2018 15:14:18 (UTC-4)	205 m			15 m	0:00:06	9 kph	289° true
Trackpoint	S34.98601 W71.25374	07-06-2018 15:14:24 (UTC-4)	205 m			14 m	0:00:06	8 kph	343° true
Trackpoint	S34.98591 W71.25370	07-06-2018 15:14:30 (UTC-4)	205 m			12 m	0:00:06	7 kph	20° true
Trackpoint	S34.98590 W71.25369	07-06-2018 15:14:36 (UTC-4)	206 m			1 m	0:00:06	0.7 kph	70° true
Trackpoint	S34.98590 W71.25369	07-06-2018 15:14:42 (UTC-4)	206 m			0 m	0:00:06	0.0 kph	174° true
Trackpoint	S34.98590 W71.25369	07-06-2018 15:14:47 (UTC-4)	206 m			0 m	0:00:05	0.1 kph	346° true
Trackpoint	S34.98589 W71.25368	07-06-2018 15:14:54 (UTC-4)	206 m			1 m	0:00:07	0.6 kph	27° true
Trackpoint	S34.98589 W71.25368	07-06-2018 15:15:00 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	40° true
Trackpoint	S34.98589 W71.25367	07-06-2018 15:15:06 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	38° true
Trackpoint	S34.98588 W71.25367	07-06-2018 15:15:12 (UTC-4)	204 m			1 m	0:00:06	0.3 kph	10° true
Trackpoint	S34.98579 W71.25361	07-06-2018 15:15:18 (UTC-4)	204 m			12 m	0:00:06	7 kph	28° true
Trackpoint	S34.98581 W71.25344	07-06-2018 15:15:24 (UTC-4)	204 m			16 m	0:00:06	10 kph	101° true
Trackpoint	S34.98584 W71.25336	07-06-2018 15:15:30 (UTC-4)	203 m			8 m	0:00:06	5 kph	111° true
Trackpoint	S34.98584 W71.25331	07-06-2018 15:15:36 (UTC-4)	203 m			5 m	0:00:06	3 kph	89° true
Trackpoint	S34.98587 W71.25318	07-06-2018 15:15:42 (UTC-4)	204 m			12 m	0:00:06	7 kph	106° true
Trackpoint	S34.98585 W71.25317	07-06-2018 15:15:48 (UTC-4)	204 m			2 m	0:00:06	1.5 kph	15° true
Trackpoint	S34.98585 W71.25317	07-06-2018 15:15:54 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	125° true
Trackpoint	S34.98585 W71.25317	07-06-2018 15:16:00 (UTC-4)	204 m			0 m	0:00:06	0.1 kph	84° true
Trackpoint	S34.98585 W71.25317	07-06-2018 15:16:06 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	64° true
Trackpoint	S34.98587 W71.25317	07-06-2018 15:16:12 (UTC-4)	205 m			2 m	0:00:06	1.3 kph	191° true
Trackpoint	S34.98583 W71.25328	07-06-2018 15:16:18 (UTC-4)	206 m			11 m	0:00:06	7 kph	291° true
Trackpoint	S34.98581 W71.25335	07-06-2018 15:16:24 (UTC-4)	206 m			6 m	0:00:06	4 kph	288° true
Trackpoint	S34.98581 W71.25335	07-06-2018 15:16:30 (UTC-4)	206 m			0 m	0:00:06	0.1 kph	355° true
Trackpoint	S34.98581 W71.25336	07-06-2018 15:16:36 (UTC-4)	205 m			2 m	0:00:06	0.9 kph	291° true
Trackpoint	S34.98578 W71.25354	07-06-2018 15:16:42 (UTC-4)	206 m			16 m	0:00:06	10 kph	283° true
Trackpoint	S34.98568 W71.25362	07-06-2018 15:16:48 (UTC-4)	205 m			13 m	0:00:06	8 kph	324° true
Trackpoint	S34.98558 W71.25357	07-06-2018 15:16:54 (UTC-4)	204 m			12 m	0:00:06	7 kph	19° true
Trackpoint	S34.98557 W71.25358	07-06-2018 15:17:00 (UTC-4)	204 m			1 m	0:00:06	0.4 kph	355° true
Trackpoint	S34.98557 W71.25357	07-06-2018 15:17:06 (UTC-4)	203 m			1 m	0:00:06	0.4 kph	4° true
Trackpoint	S34.98551 W71.25356	07-06-2018 15:17:12 (UTC-4)	203 m			7 m	0:00:06	4 kph	10° true
Trackpoint	S34.98547 W71.25355	07-06-2018 15:17:18 (UTC-4)	203 m			4 m	0:00:06	2 kph	20° true
Trackpoint	S34.98547 W71.25354	07-06-2018 15:17:24 (UTC-4)	202 m			1 m	0:00:06	0.4 kph	40° true
Trackpoint	S34.98547 W71.25354	07-06-2018 15:17:30 (UTC-4)	202 m			0 m	0:00:06	0.3 kph	58° true
Trackpoint	S34.98545 W71.25353	07-06-2018 15:17:36 (UTC-4)	202 m			2 m	0:00:06	1.1 kph	34° true
Trackpoint	S34.98547 W71.25337	07-06-2018 15:17:42 (UTC-4)	201 m			15 m	0:00:06	9 kph	100° true
Trackpoint	S34.98550 W71.25329	07-06-2018 15:17:48 (UTC-4)	201 m			8 m	0:00:06	5 kph	111° true
Trackpoint	S34.98549 W71.25324	07-06-2018 15:17:54 (UTC-4)	202 m			5 m	0:00:06	3 kph	83° true
Trackpoint	S34.98552 W71.25312	07-06-2018 15:18:00 (UTC-4)	202 m			11 m	0:00:06	6 kph	103° true
Trackpoint	S34.98549 W71.25309	07-06-2018 15:18:06 (UTC-4)	203 m			4 m	0:00:06	3 kph	48° true
Trackpoint	S34.98550 W71.25310	07-06-2018 15:18:12 (UTC-4)	203 m			2 m	0:00:06	1.1 kph	207° true
Trackpoint	S34.98547 W71.25317	07-06-2018 15:18:17 (UTC-4)	203 m			8 m	0:00:05	6 kph	298° true
Trackpoint	S34.98546 W71.25318	07-06-2018 15:18:24 (UTC-4)	203 m			1 m	0:00:07	0.5 kph	328° true
Trackpoint	S34.98546 W71.25319	07-06-2018 15:18:30 (UTC-4)	204 m			1 m	0:00:06	0.8 kph	282° true
Trackpoint	S34.98544 W71.25332	07-06-2018 15:18:36 (UTC-4)	204 m			12 m	0:00:06	7 kph	284° true
Trackpoint	S34.98539 W71.25347	07-06-2018 15:18:42 (UTC-4)	204 m			14 m	0:00:06	9 kph	288° true
Trackpoint	S34.98526 W71.25345	07-06-2018 15:18:48 (UTC-4)	203 m			15 m	0:00:06	9 kph	6° true
Trackpoint	S34.98514 W71.25342	07-06-2018 15:18:54 (UTC-4)	202 m			14 m	0:00:06	9 kph	13° true
Trackpoint	S34.98509 W71.25339	07-06-2018 15:19:00 (UTC-4)	201 m			6 m	0:00:06	4 kph	24° true
Trackpoint	S34.98508 W71.25332	07-06-2018 15:19:06 (UTC-4)	201 m			6 m	0:00:06	4 kph	80° true
Trackpoint	S34.98510 W71.25328	07-06-2018 15:19:12 (UTC-4)	202 m			5 m	0:00:06	3 kph	120° true
Trackpoint	S34.98515 W71.25309	07-06-2018 15:19:18 (UTC-4)	203 m			18 m	0:00:06	11 kph	107° true
Trackpoint	S34.98518 W71.25295	07-06-2018 15:19:23 (UTC-4)	204 m			13 m	0:00:05	10 kph	105° true
Trackpoint	S34.98518 W71.25293	07-06-2018 15:19:30 (UTC-4)	204 m			1 m	0:00:07	0.8 kph	83° true
Trackpoint	S34.98516 W71.25294	07-06-2018 15:19:36 (UTC-4)	204 m			2 m	0:00:06	1.3 kph	341° true
Trackpoint	S34.98513 W71.25311	07-06-2018 15:19:42 (UTC-4)	205 m			16 m	0:00:06	9 kph	283° true
Trackpoint	S34.98508 W71.25331	07-06-2018 15:19:48 (UTC-4)	205 m			19 m	0:00:06	11 kph	285° true
Trackpoint	S34.98501 W71.25337	07-06-2018 15:19:54 (UTC-4)	205 m			10 m	0:00:06	6 kph	324° true
Trackpoint	S34.98499 W71.25336	07-06-2018 15:20:00 (UTC-4)	204 m			3 m	0:00:06	2 kph	17° true
Trackpoint	S34.98499 W71.25336	07-06-2018 15:20:06 (UTC-4)	203 m			0 m	0:00:06	0.2 kph	299° true
Trackpoint	S34.98496 W71.25336	07-06-2018 15:20:12 (UTC-4)	203 m			3 m	0:00:06	2 kph	4° true
Trackpoint	S34.98487 W71.25334	07-06-2018 15:20:18 (UTC-4)	204 m			11 m	0:00:06	6 kph	10° true
Trackpoint	S34.98480 W71.25332	07-06-2018 15:20:24 (UTC-4)	204 m			8 m	0:00:06	5 kph	14° true
Trackpoint	S34.98480 W71.25332	07-06-2018 15:20:30 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	72° true
Trackpoint	S34.98480 W71.25331	07-06-2018 15:20:36 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	136° true
Trackpoint	S34.98475 W71.25328	07-06-2018 15:20:42 (UTC-4)	205 m			7 m	0:00:06	4 kph	25° true
Trackpoint	S34.98480 W71.25312	07-06-2018 15:20:48 (UTC-4)	207 m			16 m	0:00:06	10 kph	110° true
Trackpoint	S34.98483 W71.25294	07-06-2018 15:20:54 (UTC-4)	208 m			16 m	0:00:06	10 kph	102° true
Trackpoint	S34.98481 W71.25290	07-06-2018 15:20:59 (UTC-4)	208 m			4 m	0:00:05	3 kph	61° true
Trackpoint	S34.98480 W71.25290	07-06-2018 15:21:06 (UTC-4)	207 m			1 m	0:00:07	0.3 kph	2° true
Trackpoint	S34.98480 W71.25293	07-06-2018 15:21:12 (UTC-4)	208 m			3 m	0:00:06	2 kph	284° true
Trackpoint	S34.98480 W71.25295	07-06-2018 15:21:18 (UTC-4)	208 m			2 m	0:00:06	1.1 kph	268° true
Trackpoint	S34.98477 W71.25312	07-06-2018 15:21:24 (UTC-4)	209 m			16 m	0:00:06	9 kph	284° true
Trackpoint	S34.98472 W71.25326	07-06-2018 15:21:30 (UTC-4)	209 m			14 m	0:00:06	9 kph	293° true
Trackpoint	S34.98456 W71.25324	07-06-2018 15:21:36 (UTC-4)	209 m			17 m	0:00:06	10 kph	7° true
Trackpoint	S34.98442 W71.25322	07-06-2018 15:21:42 (UTC-4)	208 m			16 m	0:00:06	10 kph	7° true
Trackpoint	S34.98441 W71.25307	07-06-2018 15:21:48 (UTC-4)	207 m			14 m	0:00:06	8 kph	87° true
Trackpoint	S34.98444 W71.25293	07-06-2018 15:21:54 (UTC-4)	208 m			13 m	0:00:06	8 kph	104° true
Trackpoint	S34.98443 W71.25294	07-06-2018 15:22:00 (UTC-4)	208 m			2 m	0:00:06	1.1 kph	321° true
Trackpoint	S34.98440 W71.25309	07-06-2018 15:22:06 (UTC-4)	207 m			14 m	0:00:06	8 kph	284° true
Trackpoint	S34.98432 W71.25318	07-06-2018 15:22:12 (UTC-4)	207 m			12 m	0:00:06	7 kph	319° true
Trackpoint	S34.98418 W71.25317	07-06-2018 15:22:18 (UTC-4)	205 m			16 m	0:00:06	9 kph	4° true
Trackpoint	S34.98413 W71.25315	07-06-2018 15:22:24 (UTC-4)	204 m			5 m	0:00:06	3 kph	17° true
Trackpoint	S34.98413 W71.25315	07-06-2018 15:22:30 (UTC-4)	205 m			0 m	0:00:06	0.3 kph	58° true
Trackpoint	S34.98413 W71.25314	07-06-2018 15:22:36 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	118° true
Trackpoint	S34.98414 W71.25314	07-06-2018 15:22:42 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	146° true
Trackpoint	S34.98413 W71.25314	07-06-2018 15:22:48 (UTC-4)	205 m			0 m	0:00:06	0.1 kph	358° true
Trackpoint	S34.98413 W71.25314	07-06-2018 15:22:54 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	11° true
Trackpoint	S34.98408 W71.25312	07-06-2018 15:23:00 (UTC-4)	204 m			6 m	0:00:06	3 kph	18° true
Trackpoint	S34.98405 W71.25311	07-06-2018 15:23:06 (UTC-4)	204 m			4 m	0:00:06	2 kph	13° true
Trackpoint	S34.98401 W71.25309	07-06-2018 15:23:12 (UTC-4)	204 m			4 m	0:00:06	3 kph	27° true
Trackpoint	S34.98401 W71.25309	07-06-2018 15:23:18 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	23° true
Trackpoint	S34.98401 W71.25309	07-06-2018 15:23:24 (UTC-4)	206 m			1 m	0:00:06	0.3 kph	51° true
Trackpoint	S34.98400 W71.25308	07-06-2018 15:23:30 (UTC-4)	206 m			1 m	0:00:06	0.4 kph	46° true
Trackpoint	S34.98400 W71.25308	07-06-2018 15:23:36 (UTC-4)	206 m			0 m	0:00:06	0.3 kph	22° true
Trackpoint	S34.98400 W71.25307	07-06-2018 15:23:42 (UTC-4)	206 m			0 m	0:00:06	0.3 kph	46° true
Trackpoint	S34.98405 W71.25302	07-06-2018 15:23:48 (UTC-4)	206 m			8 m	0:00:06	5 kph	139° true
Trackpoint	S34.98408 W71.25289	07-06-2018 15:23:54 (UTC-4)	205 m			13 m	0:00:06	8 kph	105° true
Trackpoint	S34.98408 W71.25283	07-06-2018 15:24:00 (UTC-4)	206 m			5 m	0:00:06	3 kph	99° true
Trackpoint	S34.98409 W71.25277	07-06-2018 15:24:06 (UTC-4)	206 m			6 m	0:00:06	3 kph	101° true
Trackpoint	S34.98410 W71.25275	07-06-2018 15:24:12 (UTC-4)	206 m			2 m	0:00:06	1.2 kph	102° true
Trackpoint	S34.98409 W71.25274	07-06-2018 15:24:18 (UTC-4)	206 m			1 m	0:00:06	0.7 kph	62° true
Trackpoint	S34.98409 W71.25274	07-06-2018 15:24:24 (UTC-4)	206 m			1 m	0:00:06	0.4 kph	43° true
Trackpoint	S34.98408 W71.25273	07-06-2018 15:24:30 (UTC-4)	206 m			1 m	0:00:06	0.3 kph	62° true
Trackpoint	S34.98408 W71.25273	07-06-2018 15:24:36 (UTC-4)	206 m			1 m	0:00:06	0.3 kph	38° true
Trackpoint	S34.98408 W71.25272	07-06-2018 15:24:41 (UTC-4)	206 m			1 m	0:00:05	0.4 kph	31° true
Trackpoint	S34.98405 W71.25281	07-06-2018 15:24:48 (UTC-4)	206 m			8 m	0:00:07	4 kph	288° true
Trackpoint	S34.98403 W71.25299	07-06-2018 15:24:54 (UTC-4)	206 m			17 m	0:00:06	10 kph	280° true
Trackpoint	S34.98393 W71.25303	07-06-2018 15:25:00 (UTC-4)	205 m			12 m	0:00:06	7 kph	342° true
Trackpoint	S34.98391 W71.25301	07-06-2018 15:25:05 (UTC-4)	204 m			3 m	0:00:05	2 kph	49° true
Trackpoint	S34.98389 W71.25300	07-06-2018 15:25:12 (UTC-4)	204 m			2 m	0:00:07	0.9 kph	27° true
Trackpoint	S34.98389 W71.25299	07-06-2018 15:25:18 (UTC-4)	203 m			1 m	0:00:06	0.3 kph	30° true
Trackpoint	S34.98389 W71.25300	07-06-2018 15:25:23 (UTC-4)	203 m			0 m	0:00:05	0.3 kph	200° true
Trackpoint	S34.98390 W71.25300	07-06-2018 15:25:30 (UTC-4)	203 m			0 m	0:00:07	0.1 kph	193° true
Trackpoint	S34.98386 W71.25299	07-06-2018 15:25:36 (UTC-4)	203 m			4 m	0:00:06	2 kph	13° true
Trackpoint	S34.98386 W71.25299	07-06-2018 15:25:42 (UTC-4)	203 m			0 m	0:00:06	0.2 kph	353° true
Trackpoint	S34.98385 W71.25299	07-06-2018 15:25:48 (UTC-4)	203 m			0 m	0:00:06	0.2 kph	342° true
Trackpoint	S34.98381 W71.25301	07-06-2018 15:25:54 (UTC-4)	204 m			5 m	0:00:06	3 kph	339° true
Trackpoint	S34.98377 W71.25304	07-06-2018 15:25:59 (UTC-4)	204 m			6 m	0:00:05	4 kph	324° true
Trackpoint	S34.98377 W71.25304	07-06-2018 15:26:06 (UTC-4)	204 m			1 m	0:00:07	0.4 kph	30° true
Trackpoint	S34.98376 W71.25304	07-06-2018 15:26:12 (UTC-4)	204 m			0 m	0:00:06	0.3 kph	328° true
Trackpoint	S34.98376 W71.25304	07-06-2018 15:26:18 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	10° true
Trackpoint	S34.98376 W71.25304	07-06-2018 15:26:24 (UTC-4)	204 m			0 m	0:00:06	0.3 kph	48° true
Trackpoint	S34.98376 W71.25303	07-06-2018 15:26:30 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	70° true
Trackpoint	S34.98375 W71.25303	07-06-2018 15:26:35 (UTC-4)	204 m			0 m	0:00:05	0.2 kph	17° true
Trackpoint	S34.98374 W71.25299	07-06-2018 15:26:42 (UTC-4)	205 m			4 m	0:00:07	2 kph	71° true
Trackpoint	S34.98372 W71.25295	07-06-2018 15:26:48 (UTC-4)	205 m			4 m	0:00:06	3 kph	54° true
Trackpoint	S34.98372 W71.25295	07-06-2018 15:26:54 (UTC-4)	205 m			0 m	0:00:06	0.1 kph	239° true
Trackpoint	S34.98371 W71.25295	07-06-2018 15:27:00 (UTC-4)	205 m			1 m	0:00:06	0.7 kph	19° true
Trackpoint	S34.98371 W71.25282	07-06-2018 15:27:06 (UTC-4)	205 m			12 m	0:00:06	7 kph	93° true
Trackpoint	S34.98372 W71.25272	07-06-2018 15:27:12 (UTC-4)	206 m			9 m	0:00:06	5 kph	93° true
Trackpoint	S34.98371 W71.25270	07-06-2018 15:27:18 (UTC-4)	205 m			2 m	0:00:06	1.2 kph	77° true
Trackpoint	S34.98371 W71.25278	07-06-2018 15:27:24 (UTC-4)	206 m			7 m	0:00:06	4 kph	276° true
Trackpoint	S34.98368 W71.25289	07-06-2018 15:27:29 (UTC-4)	206 m			11 m	0:00:05	8 kph	286° true
Trackpoint	S34.98368 W71.25290	07-06-2018 15:27:36 (UTC-4)	205 m			1 m	0:00:07	0.3 kph	243° true
Trackpoint	S34.98368 W71.25289	07-06-2018 15:27:42 (UTC-4)	204 m			0 m	0:00:06	0.2 kph	72° true
Trackpoint	S34.98368 W71.25290	07-06-2018 15:27:47 (UTC-4)	203 m			1 m	0:00:05	0.9 kph	294° true
Trackpoint	S34.98366 W71.25294	07-06-2018 15:27:54 (UTC-4)	204 m			4 m	0:00:07	2 kph	297° true
Trackpoint	S34.98362 W71.25297	07-06-2018 15:28:00 (UTC-4)	203 m			5 m	0:00:06	3 kph	331° true
Trackpoint	S34.98362 W71.25298	07-06-2018 15:28:06 (UTC-4)	203 m			1 m	0:00:06	0.4 kph	293° true
Trackpoint	S34.98359 W71.25296	07-06-2018 15:28:12 (UTC-4)	203 m			4 m	0:00:06	2 kph	23° true
Trackpoint	S34.98357 W71.25289	07-06-2018 15:28:18 (UTC-4)	204 m			6 m	0:00:06	4 kph	68° true
Trackpoint	S34.98351 W71.25287	07-06-2018 15:28:23 (UTC-4)	204 m			7 m	0:00:05	5 kph	16° true
Trackpoint	S34.98350 W71.25287	07-06-2018 15:28:30 (UTC-4)	205 m			1 m	0:00:07	0.7 kph	358° true
Trackpoint	S34.98342 W71.25286	07-06-2018 15:28:36 (UTC-4)	205 m			9 m	0:00:06	5 kph	8° true
Trackpoint	S34.98338 W71.25284	07-06-2018 15:28:42 (UTC-4)	205 m			5 m	0:00:06	3 kph	23° true
Trackpoint	S34.98338 W71.25284	07-06-2018 15:28:48 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	43° true
Trackpoint	S34.98337 W71.25283	07-06-2018 15:28:54 (UTC-4)	204 m			1 m	0:00:06	0.8 kph	51° true
Trackpoint	S34.98336 W71.25281	07-06-2018 15:29:00 (UTC-4)	203 m			1 m	0:00:06	0.7 kph	63° true
Trackpoint	S34.98336 W71.25281	07-06-2018 15:29:06 (UTC-4)	203 m			1 m	0:00:06	0.4 kph	71° true
Trackpoint	S34.98335 W71.25280	07-06-2018 15:29:12 (UTC-4)	203 m			1 m	0:00:06	0.7 kph	23° true
Trackpoint	S34.98335 W71.25266	07-06-2018 15:29:18 (UTC-4)	202 m			13 m	0:00:06	8 kph	90° true
Trackpoint	S34.98339 W71.25254	07-06-2018 15:29:24 (UTC-4)	203 m			11 m	0:00:06	7 kph	111° true
Trackpoint	S34.98339 W71.25253	07-06-2018 15:29:30 (UTC-4)	203 m			1 m	0:00:06	0.7 kph	121° true
Trackpoint	S34.98340 W71.25252	07-06-2018 15:29:36 (UTC-4)	203 m			1 m	0:00:06	0.4 kph	109° true
Trackpoint	S34.98340 W71.25251	07-06-2018 15:29:42 (UTC-4)	204 m			2 m	0:00:06	0.9 kph	90° true
Trackpoint	S34.98340 W71.25248	07-06-2018 15:29:48 (UTC-4)	204 m			2 m	0:00:06	1.5 kph	106° true
Trackpoint	S34.98340 W71.25244	07-06-2018 15:29:54 (UTC-4)	204 m			4 m	0:00:06	2 kph	95° true
Trackpoint	S34.98334 W71.25246	07-06-2018 15:29:59 (UTC-4)	203 m			8 m	0:00:05	5 kph	346° true
Trackpoint	S34.98334 W71.25247	07-06-2018 15:30:06 (UTC-4)	203 m			1 m	0:00:07	0.7 kph	272° true
Trackpoint	S34.98333 W71.25263	07-06-2018 15:30:12 (UTC-4)	203 m			14 m	0:00:06	9 kph	272° true
Trackpoint	S34.98329 W71.25286	07-06-2018 15:30:18 (UTC-4)	203 m			21 m	0:00:06	13 kph	282° true
Trackpoint	S34.98327 W71.25305	07-06-2018 15:30:24 (UTC-4)	203 m			18 m	0:00:06	11 kph	278° true
Trackpoint	S34.98326 W71.25311	07-06-2018 15:30:30 (UTC-4)	203 m			5 m	0:00:06	3 kph	286° true
Trackpoint	S34.98326 W71.25311	07-06-2018 15:30:36 (UTC-4)	204 m			0 m	0:00:06	0.3 kph	289° true
Trackpoint	S34.98325 W71.25313	07-06-2018 15:30:42 (UTC-4)	204 m			1 m	0:00:06	0.9 kph	283° true
Trackpoint	S34.98325 W71.25314	07-06-2018 15:30:48 (UTC-4)	204 m			1 m	0:00:06	0.5 kph	297° true
Trackpoint	S34.98325 W71.25314	07-06-2018 15:30:54 (UTC-4)	203 m			0 m	0:00:06	0.1 kph	283° true
Trackpoint	S34.98325 W71.25314	07-06-2018 15:31:00 (UTC-4)	203 m			1 m	0:00:06	0.3 kph	3° true
Trackpoint	S34.98325 W71.25314	07-06-2018 15:31:06 (UTC-4)	203 m			0 m	0:00:06	0.1 kph	103° true
Trackpoint	S34.98319 W71.25324	07-06-2018 15:31:12 (UTC-4)	203 m			11 m	0:00:06	7 kph	305° true
Trackpoint	S34.98313 W71.25346	07-06-2018 15:31:18 (UTC-4)	202 m			22 m	0:00:06	13 kph	286° true
Trackpoint	S34.98309 W71.25368	07-06-2018 15:31:24 (UTC-4)	202 m			21 m	0:00:06	12 kph	283° true
Trackpoint	S34.98311 W71.25375	07-06-2018 15:31:30 (UTC-4)	201 m			6 m	0:00:06	4 kph	251° true
Trackpoint	S34.98311 W71.25374	07-06-2018 15:31:36 (UTC-4)	201 m			1 m	0:00:06	0.6 kph	59° true
Trackpoint	S34.98310 W71.25374	07-06-2018 15:31:42 (UTC-4)	201 m			1 m	0:00:06	0.6 kph	46° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:31:48 (UTC-4)	201 m			0 m	0:00:06	0.2 kph	36° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:31:54 (UTC-4)	201 m			0 m	0:00:06	0.1 kph	32° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:00 (UTC-4)	202 m			0 m	0:00:06	0.0 kph	39° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:06 (UTC-4)	202 m			0 m	0:00:06	0.1 kph	23° true
Trackpoint	S34.98309 W71.25373	07-06-2018 15:32:12 (UTC-4)	201 m			0 m	0:00:06	0.2 kph	41° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:18 (UTC-4)	201 m			0 m	0:00:06	0.2 kph	161° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:24 (UTC-4)	201 m			0 m	0:00:06	0.2 kph	174° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:30 (UTC-4)	201 m			0 m	0:00:06	0.1 kph	159° true
Trackpoint	S34.98310 W71.25373	07-06-2018 15:32:36 (UTC-4)	201 m			0 m	0:00:06	0.2 kph	184° true
Trackpoint	S34.98311 W71.25373	07-06-2018 15:32:42 (UTC-4)	202 m			0 m	0:00:06	0.2 kph	181° true
Trackpoint	S34.98311 W71.25373	07-06-2018 15:32:48 (UTC-4)	202 m			0 m	0:00:06	0.2 kph	176° true
Trackpoint	S34.98311 W71.25373	07-06-2018 15:32:54 (UTC-4)	202 m			1 m	0:00:06	0.3 kph	219° true
Trackpoint	S34.98312 W71.25374	07-06-2018 15:33:00 (UTC-4)	202 m			1 m	0:00:06	0.3 kph	240° true
Trackpoint	S34.98315 W71.25364	07-06-2018 15:33:06 (UTC-4)	203 m			9 m	0:00:06	6 kph	111° true
Trackpoint	S34.98318 W71.25356	07-06-2018 15:33:12 (UTC-4)	204 m			8 m	0:00:06	5 kph	119° true
Trackpoint	S34.98320 W71.25356	07-06-2018 15:33:18 (UTC-4)	205 m			2 m	0:00:06	1.0 kph	177° true
Trackpoint	S34.98320 W71.25356	07-06-2018 15:33:24 (UTC-4)	205 m			0 m	0:00:06	0.3 kph	127° true
Trackpoint	S34.98320 W71.25355	07-06-2018 15:33:30 (UTC-4)	205 m			1 m	0:00:06	0.4 kph	143° true
Trackpoint	S34.98320 W71.25355	07-06-2018 15:33:36 (UTC-4)	205 m			0 m	0:00:06	0.2 kph	107° true
Trackpoint	S34.98321 W71.25354	07-06-2018 15:33:42 (UTC-4)	205 m			1 m	0:00:06	0.7 kph	145° true
Trackpoint	S34.98333 W71.25353	07-06-2018 15:33:48 (UTC-4)	207 m			13 m	0:00:06	8 kph	177° true
Trackpoint	S34.98345 W71.25353	07-06-2018 15:33:54 (UTC-4)	208 m			13 m	0:00:06	8 kph	179° true
Trackpoint	S34.98348 W71.25359	07-06-2018 15:34:00 (UTC-4)	208 m			6 m	0:00:06	4 kph	233° true
Trackpoint	S34.98349 W71.25360	07-06-2018 15:34:06 (UTC-4)	208 m			2 m	0:00:06	1.1 kph	232° true
Trackpoint	S34.98349 W71.25361	07-06-2018 15:34:12 (UTC-4)	208 m			1 m	0:00:06	0.4 kph	316° true
